+──────+─────────+──────────+─────────+──────────+
| RAA  | Wins    | EFscore  | Salary  | Value    |
| 182  | 0.66    | 0.148    | 1666667 | 1134857  |
| 165  | 0.597   | 0.176    | 149000  | 1068271  |
| 163  | 0.592   | 0.101    | 216000  | 1062986  |
| 163  | 0.591   | 0.142    | 2083333 | 1061930  |
| 156  | 0.565   | 0.145    | 666000  | 1034450  |
| 144  | 0.521   | 0.1      | 75000   | 987946   |
| 129  | 0.469   | 0.127    | 1583333 | 932986   |
| 128  | 0.466   | 0.111    | 16667   | 929815   |
| 120  | 0.435   | 0.099    | 345000  | 897051   |
| 119  | 0.433   | 0.072    | 100000  | 894937   |
| 111  | 0.402   | 0.161    | 200000  | 862173   |
| 110  | 0.399   | 0.128    |         | 859002   |
| 110  | 0.399   | 0.125    | 522000  | 859002   |
| 107  | 0.388   | 0.135    | 1000000 | 847376   |
| 101  | 0.368   | 0.134    | 1050000 | 826238   |
| 101  | 0.366   | 0.098    | 433333  | 824124   |
| 89   | 0.324   | 0.122    | 15000   | 779734   |
| 77   | 0.281   | 0.144    | 300000  | 734286   |
| 72   | 0.261   | 0.103    | 833000  | 713148   |
| 69   | 0.252   | 0.077    | 299000  | 703636   |
| 69   | 0.249   | 0.128    | 141000  | 700465   |
| 67   | 0.242   | 0.127    | 433000  | 693067   |
| 64   | 0.231   | 0.175    | 2164000 | 681441   |
| 56   | 0.204   | 0.076    | 570000  | 652904   |
| 56   | 0.204   | 0.076    | 333000  | 652904   |
| 55   | 0.201   | 0.166    | 125000  | 649733   |
| 54   | 0.197   | 0.068    | 388000  | 645505   |
| 54   | 0.196   | 0.118    | 597000  | 644449   |
| 53   | 0.193   | 0.076    | 366000  | 641278   |
| 52   | 0.189   | 0.033    | 45000   | 637050   |
| 51   | 0.184   | 0.1      | 478000  | 631766   |
| 50   | 0.181   | 0.091    | 285000  | 628595   |
| 49   | 0.178   | 0.119    | 16667   | 625424   |
| 48   | 0.175   | 0.029    | 52500   | 622253   |
| 45   | 0.162   | 0.085    | 2500000 | 608513   |
| 44   | 0.158   | 0.1      | 630000  | 604286   |
| 43   | 0.157   | 0.083    | 16667   | 603229   |
| 37   | 0.134   | 0.021    | 66000   | 578920   |
| 37   | 0.133   | 0.061    |         | 577863   |
| 34   | 0.125   | 0.055    | 418000  | 569408   |
| 33   | 0.121   | 0.101    | 16000   | 565180   |
| 32   | 0.115   | 0.062    | 1583333 | 558839   |
| 29   | 0.106   | 0.086    | 541000  | 549326   |
| 27   | 0.097   | 0.091    | 2083333 | 539814   |
| 25   | 0.089   | 0.021    | 466000  | 531359   |
| 24   | 0.086   | 0.037    | 37000   | 528188   |
| 19   | 0.07    | 0.072    | 1050000 | 511277   |
| 19   | 0.068   | 0.051    | 825000  | 509164   |
| 17   | 0.063   | 0.05     | 75000   | 503879   |
| 16   | 0.059   | 0.13     | 627000  | 499651   |
| 14   | 0.049   | 0.077    | 52500   | 489082   |
| 14   | 0.049   | 0.092    | 900000  | 489082   |
| 12   | 0.045   | 0.012    | 75000   | 484855   |
| 12   | 0.044   | 0.009    | 15000   | 483798   |
| 10   | 0.035   | 0.033    | 630000  | 474285   |
| 7    | 0.024   | 0.018    | 15000   | 462659   |
| 7    | 0.024   | 0.013    | 15000   | 462659   |
| 6    | 0.023   | 0.015    |         | 461602   |
| 6    | 0.022   | 0.004    | 75000   | 460546   |
| 4    | 0.014   | 0.025    | 833333  | 452090   |
| 3    | 0.012   | 0.01     |         | 449976   |
| 3    | 0.011   | 0.035    | 45000   | 448919   |
| 3    | 0.01    | 0.049    | 300000  | 447863   |
| 2    | 0.006   | 0.022    | 15000   | 443635   |
| 0    | -0.001  | 0.05     | 525000  | 436236   |
| -3   | -0.011  | 0.064    | 366000  | 425667   |
| -4   | -0.014  | 0.032    | 75000   | 422497   |
| -4   | -0.014  | 0.021    | 375000  | 422497   |
| -7   | -0.024  | 0.05     | 299000  | 411927   |
| -8   | -0.029  | 0.007    | 75000   | 406643   |
| -8   | -0.029  | 0.053    | 58333   | 406643   |
| -11  | -0.039  | 0.017    | 90000   | 396074   |
| -13  | -0.047  | 0.102    | 1333333 | 387618   |
| -14  | -0.051  | 0.014    | 300000  | 383391   |
| -14  | -0.052  | 0.021    |         | 382334   |
| -15  | -0.053  | 0.012    |         | 381277   |
| -15  | -0.056  | 0.015    | 45000   | 378106   |
| -16  | -0.057  | 0.008    |         | 377049   |
| -17  | -0.062  | 0.062    | 150000  | 371765   |
| -17  | -0.063  | 0.005    | 15000   | 370708   |
| -18  | -0.067  | 0.001    | 791000  | 366480   |
| -20  | -0.073  | 0.028    | 45000   | 360139   |
| -21  | -0.076  | 0.032    | 225000  | 356968   |
| -21  | -0.076  | 0.033    |         | 356968   |
| -22  | -0.081  | 0.134    | 50000   | 351683   |
| -25  | -0.089  | 0.096    | 672000  | 343228   |
| -26  | -0.094  | 0.032    | 75000   | 337944   |
| -26  | -0.096  | 0        | 15000   | 335830   |
| -26  | -0.096  | 0.017    | 83000   | 335830   |
| -26  | -0.096  | 0.077    | 233000  | 335830   |
| -27  | -0.097  | 0.029    | 116000  | 334773   |
| -28  | -0.102  | 0.001    | 180000  | 329488   |
| -29  | -0.105  | 0.002    | 500000  | 326317   |
| -30  | -0.108  | 0.016    | 45000   | 323147   |
| -30  | -0.109  | 0.002    | 466000  | 322090   |
| -33  | -0.12   | 0.001    | 210000  | 310464   |
| -33  | -0.12   | 0.002    | 15000   | 310464   |
| -34  | -0.122  | 0.003    |         | 308350   |
| -35  | -0.126  | 0.005    | 37000   | 304122   |
| -35  | -0.127  | 0.082    | 600000  | 303065   |
| -35  | -0.127  | 0.035    | 141000  | 303065   |
| -36  | -0.13   | 0.076    | 1916667 | 299895   |
| -37  | -0.134  | 0.049    | 1400000 | 295667   |
| -37  | -0.135  | 0.004    | 33000   | 294610   |
| -40  | -0.145  | 0.065    | 746000  | 284041   |
| -41  | -0.149  | 0.005    | 16000   | 279813   |
| -43  | -0.157  | 0.029    |         | 271358   |
| -43  | -0.157  | 0.041    | 708000  | 271358   |
| -44  | -0.158  | 0.009    | 75000   | 270301   |
| -46  | -0.167  | 0.002    | 30000   | 260789   |
| -50  | -0.183  | 0.001    | 150000  | 243878   |
| -51  | -0.185  | 0.094    | 149000  | 241764   |
| -53  | -0.191  | 0.079    | 66000   | 235423   |
| -53  | -0.192  | 0.092    | 15000   | 234366   |
| -53  | -0.192  | 0.005    | 266000  | 234366   |
| -55  | -0.2    | 0.044    | 541000  | 225911   |
| -56  | -0.204  | 0.018    | 450000  | 221683   |
| -57  | -0.207  | 0.007    | 45000   | 218512   |
| -58  | -0.21   | 0.008    | 15000   | 215341   |
| -62  | -0.226  | 0.087    | 1350000 | 198431   |
| -64  | -0.232  | 0.002    | 15000   | 192089   |
| -65  | -0.234  | 0.066    | 1333333 | 189976   |
| -67  | -0.243  | 0.066    | 666667  | 180463   |
| -68  | -0.245  | 0.061    | 75000   | 178350   |
| -68  | -0.248  | 0.021    | 120000  | 175179   |
| -74  | -0.269  | 0.036    | 746000  | 152984   |
| -74  | -0.27   | 0.01     | 15000   | 151927   |
| -75  | -0.273  | 0.045    | 133000  | 148756   |
| -76  | -0.274  | 0.008    | 300000  | 147699   |
| -79  | -0.288  | 0.007    | 630000  | 132902   |
| -83  | -0.302  | 0.033    | 1791000 | 118105   |
| -84  | -0.305  | 0.008    | 400000  | 114935   |
| -88  | -0.318  | 0.066    | 150000  | 101195   |
| -88  | -0.319  | 0.019    | 300000  | 100138   |
| -89  | -0.324  | 0.07     | 345000  | 94853    |
| -90  | -0.327  | 0.075    | 33000   | 91683    |
| -95  | -0.343  | 0.025    | 116667  | 74772    |
| -95  | -0.343  | 0.073    | 166000  | 74772    |
| -95  | -0.346  | 0.018    | 75000   | 71601    |
| -96  | -0.349  | 0.076    |         | 68430    |
| -98  | -0.355  | 0.032    | 30000   | 62089    |
| -103 | -0.374  | 0.009    | 75000   | 42008    |
| -103 | -0.374  | 0.005    | 15000   | 42008    |
| -108 | -0.393  | 0.066    |         | 21926    |
| -113 | -0.411  | 0.017    | 82500   | 2902     |
| -134 | -0.486  | 0.02     |         | -76367   |
| -137 | -0.498  | 0.079    | 916667  | -89050   |
| -150 | -0.545  | 0.049    | 850000  | -138725  |
| -163 | -0.59   | 0.048    | 708000  | -186286  |
| -171 | -0.619  | 0.093    | 975000  | -216936  |
| -183 | -0.665  | 0.049    |         | -265554  |
| -196 | -0.712  | 0.05     | 1425000 | -315229  |
| -217 | -0.786  | 0.013    | 570000  | -393441  |
| -223 | -0.807  | 0.121    | 700000  | -415636  |
| 351  | 1.221   | 0.214    | 468750  | 2397239  |
| 328  | 1.141   | 0.193    | 1718750 | 2280549  |
| 327  | 1.137   | 0.198    | 343750  | 2274714  |
| 322  | 1.122   | 0.201    | 2343750 | 2252835  |
| 290  | 1.011   | 0.167    | 2343750 | 2090927  |
| 274  | 0.952   | 0.156    | 687500  | 2004868  |
| 251  | 0.874   | 0.163    | 1156250 | 1891094  |
| 233  | 0.811   | 0.156    | 1718750 | 1799201  |
| 228  | 0.794   | 0.153    | 2656250 | 1774404  |
| 159  | 0.554   | 0.11     | 1093750 | 1424332  |
| 155  | 0.54    | 0.13     | 500000  | 1403912  |
| 153  | 0.532   | 0.118    | 78130   | 1392243  |
| 135  | 0.47    | 0.185    | 1718750 | 1301807  |
| 121  | 0.421   | 0.102    | 312500  | 1230334  |
| 116  | 0.403   | 0.116    | 1718750 | 1204079  |
| 112  | 0.389   | 0.117    | 812500  | 1183658  |
| 111  | 0.386   | 0.179    | 625000  | 1179282  |
| 106  | 0.368   | 0.125    | 1500000 | 1153027  |
| 100  | 0.348   | 0.165    | 1125000 | 1123854  |
| 92   | 0.321   | 0.074    | 31250   | 1084471  |
| 90   | 0.314   | 0.13     | 1093750 | 1074261  |
| 85   | 0.295   | 0.113    | 625000  | 1046547  |
| 84   | 0.293   | 0.094    | 1250000 | 1043630  |
| 76   | 0.263   | 0.076    | 500000  | 999871   |
| 71   | 0.248   | 0.092    | 625000  | 977991   |
| 71   | 0.246   | 0.172    | 1406250 | 975074   |
| 66   | 0.231   | 0.067    | 312500  | 953195   |
| 66   | 0.229   | 0.064    | 281250  | 950277   |
| 64   | 0.223   | 0.108    | 31250   | 941525   |
| 56   | 0.196   | 0.045    | 31250   | 902142   |
| 45   | 0.157   | 0.077    | 468750  | 845256   |
| 41   | 0.144   | 0.102    | 531250  | 826294   |
| 41   | 0.143   | 0.112    | 906250  | 824835   |
| 41   | 0.143   | 0.122    | 656250  | 824835   |
| 38   | 0.133   | 0.099    | 406250  | 810249   |
| 36   | 0.124   | 0.02     | 85940   | 797121   |
| 31   | 0.109   | 0.133    | 1375000 | 775242   |
| 28   | 0.097   | 0.152    | 1328130 | 757738   |
| 26   | 0.092   | 0.066    | 296880  | 750445   |
| 25   | 0.089   | 0.05     | 187500  | 746069   |
| 25   | 0.088   | 0.096    | 593750  | 744610   |
| 24   | 0.085   | 0.062    | 15620   | 740234   |
| 24   | 0.085   | 0.101    | 50000   | 740234   |
| 24   | 0.084   | 0.014    | 1218750 | 738776   |
| 22   | 0.076   | 0.026    | 478000  | 727107   |
| 20   | 0.069   | 0.039    | 250000  | 716896   |
| 19   | 0.067   | 0.024    | 468750  | 713979   |
| 18   | 0.061   | 0.06     | 78130   | 705227   |
| 18   | 0.061   | 0.114    | 343750  | 705227   |
| 16   | 0.056   | 0.036    | 78130   | 697934   |
| 16   | 0.055   | 0.042    | 265630  | 696475   |
| 14   | 0.048   | 0.102    | 31250   | 686265   |
| 13   | 0.046   | 0.081    | 625000  | 683348   |
| 11   | 0.038   | 0.12     | 593750  | 671679   |
| 10   | 0.036   | 0.032    | 234380  | 668761   |
| 9    | 0.033   | 0.017    | 62500   | 664386   |
| 9    | 0.031   | 0.045    | 437500  | 661468   |
| 7    | 0.026   | 0.031    | 234380  | 654175   |
| 6    | 0.022   | 0.054    | 531250  | 648341   |
| 6    | 0.021   | 0.027    | 343750  | 646882   |
| 5    | 0.017   | 0.053    | 218750  | 641047   |
| 1    | 0.003   | 0.001    | 218750  | 620627   |
| 0    | 0       | 0.015    | 156250  | 616251   |
| 0    | -0.001  | 0.032    | 148440  | 614792   |
| 0    | -0.001  | 0.058    | 1156250 | 614792   |
| -2   | -0.007  | 0.012    | 156250  | 606040   |
| -3   | -0.01   | 0.012    | 156250  | 601664   |
| -10  | -0.034  | 0.039    |         | 566657   |
| -11  | -0.038  | 0        | 31250   | 560823   |
| -12  | -0.04   | 0.006    | 46880   | 557905   |
| -13  | -0.044  | 0.095    | 937500  | 552071   |
| -14  | -0.048  | 0.033    | 625000  | 546236   |
| -14  | -0.05   | 0.03     | 562500  | 543319   |
| -15  | -0.054  | 0.002    | 312500  | 537485   |
| -16  | -0.055  | 0.057    | 2343750 | 536026   |
| -17  | -0.059  | 0.076    | 125000  | 530191   |
| -18  | -0.062  | 0.028    |         | 525816   |
| -18  | -0.062  | 0.065    | 1718750 | 525816   |
| -18  | -0.063  | 0.092    | 406250  | 524357   |
| -18  | -0.064  | 0.001    | 156250  | 522898   |
| -19  | -0.067  | 0.031    | 156250  | 518522   |
| -19  | -0.068  | 0.001    | 31250   | 517064   |
| -20  | -0.068  | 0.116    | 1125000 | 517064   |
| -19  | -0.068  | 0.001    | 31250   | 517064   |
| -24  | -0.084  | 0.037    | 69573   | 493726   |
| -25  | -0.086  | 0.019    | 437500  | 490808   |
| -25  | -0.088  | 0.011    |         | 487891   |
| -27  | -0.096  | 0        | 31250   | 476222   |
| -28  | -0.099  | 0.06     | 875000  | 471846   |
| -30  | -0.104  | 0.003    | 156250  | 464553   |
| -33  | -0.115  | 0.002    |         | 448508   |
| -34  | -0.12   | 0.005    | 31250   | 441215   |
| -37  | -0.129  | 0.001    | 468750  | 428087   |
| -39  | -0.135  | 0.052    | 468750  | 419336   |
| -39  | -0.136  | 0.031    | 1718750 | 417877   |
| -39  | -0.136  | 0.013    |         | 417877   |
| -41  | -0.144  | 0.098    | 1093750 | 406208   |
| -42  | -0.146  | 0.003    | 78130   | 403291   |
| -42  | -0.146  | 0.04     | 343750  | 403291   |
| -42  | -0.147  | 0.013    | 156250  | 401832   |
| -44  | -0.155  | 0.031    | 265630  | 390163   |
| -46  | -0.159  | 0.019    | 562500  | 384328   |
| -46  | -0.16   | 0.008    | 156250  | 382870   |
| -46  | -0.162  | 0.001    | 234380  | 379952   |
| -47  | -0.163  | 0.013    | 296880  | 378494   |
| -47  | -0.164  | 0.012    | 15000   | 377035   |
| -48  | -0.169  | 0.034    | 968750  | 369742   |
| -50  | -0.172  | 0.081    | 468750  | 365366   |
| -51  | -0.176  | 0.013    |         | 359532   |
| -54  | -0.188  | 0.181    | 1953130 | 342028   |
| -54  | -0.189  | 0.053    | 968750  | 340569   |
| -55  | -0.191  | 0.01     | 171880  | 337652   |
| -56  | -0.197  | 0.009    | 156250  | 328900   |
| -61  | -0.211  | 0.07     | 1000000 | 308480   |
| -62  | -0.217  | 0.045    | 343750  | 299728   |
| -64  | -0.223  | 0.025    | 843750  | 290976   |
| -65  | -0.227  | 0.029    | 117190  | 285141   |
| -71  | -0.246  | 0.017    | 500000  | 257427   |
| -73  | -0.253  | 0.042    | 180000  | 247217   |
| -74  | -0.259  | 0.001    | 234380  | 238465   |
| -75  | -0.26   | 0.136    | 312500  | 237007   |
| -80  | -0.278  | 0.074    | 1328130 | 210751   |
| -80  | -0.279  | 0.021    | 708000  | 209293   |
| -81  | -0.281  | 0.004    | 125000  | 206375   |
| -84  | -0.293  | 0.02     | 156250  | 188872   |
| -86  | -0.298  | 0.028    | 968750  | 181579   |
| -86  | -0.3    | 0.009    | 468750  | 178661   |
| -91  | -0.318  | 0.026    | 109380  | 152406   |
| -93  | -0.324  | 0.018    | 150000  | 143654   |
| -94  | -0.326  | 0.087    | 968750  | 140737   |
| -94  | -0.326  | 0.036    | 500000  | 140737   |
| -94  | -0.328  | 0.017    | 312500  | 137820   |
| -96  | -0.333  | 0.107    | 1000000 | 130527   |
| -97  | -0.337  | 0.007    | 78130   | 124692   |
| -98  | -0.34   | 0.019    | 781250  | 120316   |
| -98  | -0.342  | 0.06     | 1406250 | 117399   |
| -102 | -0.354  | 0.059    | 312500  | 99895    |
| -104 | -0.36   | 0.083    | 656250  | 91143    |
| -112 | -0.39   | 0.051    | 375000  | 47385    |
| -119 | -0.413  | 0.051    | 156250  | 13836    |
| -124 | -0.431  | 0.033    | 343750  | -12419   |
| -138 | -0.479  | 0.026    |         | -82434   |
| -138 | -0.481  | 0.024    | 312500  | -85351   |
| -154 | -0.538  | 0.016    | 156250  | -168493  |
| -190 | -0.662  | 0.038    | 468750  | -349363  |
| -191 | -0.665  | 0.039    | 1953130 | -353739  |
| -204 | -0.712  | 0.079    | 1796880 | -422295  |
| -207 | -0.72   | 0.078    | 1953130 | -433964  |
| -215 | -0.747  | 0.072    | 1187500 | -473347  |
| 410  | 1.414   | 0.224    | 1953130 | 2742662  |
| 307  | 1.06    | 0.242    | 1328130 | 2200658  |
| 305  | 1.053   | 0.176    | 2343750 | 2189940  |
| 295  | 1.018   | 0.2      | 156250  | 2136352  |
| 288  | 0.994   | 0.217    | 1718750 | 2099606  |
| 268  | 0.925   | 0.196    | 656250  | 1993961  |
| 253  | 0.873   | 0.166    | 468750  | 1914345  |
| 223  | 0.77    | 0.132    | 314300  | 1756643  |
| 192  | 0.664   | 0.139    | 1718750 | 1594348  |
| 165  | 0.568   | 0.204    | 1718750 | 1447364  |
| 161  | 0.555   | 0.166    | 31250   | 1427460  |
| 157  | 0.542   | 0.133    | 312500  | 1407556  |
| 141  | 0.486   | 0.117    | 437500  | 1321815  |
| 127  | 0.44    | 0.114    | 2343750 | 1251385  |
| 127  | 0.438   | 0.139    | 1093750 | 1248323  |
| 126  | 0.433   | 0.143    | 1093750 | 1240667  |
| 122  | 0.421   | 0.112    | 1718750 | 1222294  |
| 120  | 0.415   | 0.086    | 1250000 | 1213108  |
| 117  | 0.403   | 0.094    | 687500  | 1194735  |
| 114  | 0.392   | 0.101    | 250000  | 1177893  |
| 112  | 0.386   | 0.129    | 312500  | 1168706  |
| 105  | 0.362   | 0.119    | 812500  | 1131960  |
| 98   | 0.337   | 0.162    | 125000  | 1093683  |
| 97   | 0.336   | 0.063    |         | 1092152  |
| 97   | 0.335   | 0.08     | 1953130 | 1090621  |
| 91   | 0.315   | 0.111    | 500000  | 1059999  |
| 76   | 0.261   | 0.094    | 2656250 | 977321   |
| 76   | 0.261   | 0.134    | 937500  | 977321   |
| 75   | 0.258   | 0.112    | 531250  | 972727   |
| 74   | 0.256   | 0.08     | 281250  | 969665   |
| 69   | 0.238   | 0.131    | 685700  | 942106   |
| 63   | 0.218   | 0.055    | 35700   | 911484   |
| 63   | 0.216   | 0.038    | 157100  | 908422   |
| 60   | 0.208   | 0.103    | 625000  | 896173   |
| 59   | 0.205   | 0.104    | 1125000 | 891580   |
| 59   | 0.203   | 0.075    | 1156250 | 888518   |
| 57   | 0.197   | 0.076    | 843750  | 879331   |
| 52   | 0.179   | 0.104    | 265630  | 851772   |
| 47   | 0.162   | 0.102    | 1093750 | 825743   |
| 44   | 0.153   | 0.095    | 1500000 | 811963   |
| 42   | 0.145   | 0.031    | 345000  | 799715   |
| 33   | 0.115   | 0.021    | 16667   | 753782   |
| 32   | 0.112   | 0.072    | 1000000 | 749189   |
| 32   | 0.111   | 0.044    | 78130   | 747658   |
| 30   | 0.102   | 0.086    | 157100  | 733878   |
| 28   | 0.097   | 0.041    | 218750  | 726223   |
| 23   | 0.08    | 0.028    | 69573   | 700194   |
| 22   | 0.076   | 0.066    | 156250  | 694070   |
| 22   | 0.075   | 0.104    | 285700  | 692539   |
| 20   | 0.068   | 0.004    | 31250   | 681821   |
| 19   | 0.064   | 0.075    | 968750  | 675697   |
| 17   | 0.058   | 0.097    | 2343750 | 666510   |
| 15   | 0.051   | 0.019    | 71400   | 655793   |
| 14   | 0.049   | 0.106    | 296880  | 652731   |
| 13   | 0.044   | 0.024    | 468750  | 645075   |
| 9    | 0.029   | 0.016    | 312500  | 622109   |
| 5    | 0.017   | 0.028    | 342900  | 603736   |
| 4    | 0.014   | 0.077    | 156250  | 599143   |
| 4    | 0.012   | 0.073    | 625000  | 596080   |
| 2    | 0.006   | 0.046    | 600000  | 586894   |
| 1    | 0.003   | 0.006    | 714300  | 582301   |
| -4   | -0.015  | 0.114    | 1406250 | 554741   |
| -4   | -0.015  | 0.083    | 468750  | 554741   |
| -5   | -0.018  | 0.004    | 478000  | 550148   |
| -7   | -0.025  | 0.007    | 1200000 | 539430   |
| -7   | -0.025  | 0.016    | 142900  | 539430   |
| -9   | -0.031  | 0.046    | 468750  | 530244   |
| -10  | -0.034  | 0.033    | 968750  | 525651   |
| -12  | -0.04   | 0.005    | 685700  | 516464   |
| -13  | -0.044  | 0.002    | 31250   | 510340   |
| -13  | -0.045  | 0.022    | 142900  | 508809   |
| -14  | -0.047  | 0.017    |         | 505746   |
| -15  | -0.053  | 0.087    | 265630  | 496560   |
| -16  | -0.055  | 0.051    | 31250   | 493498   |
| -16  | -0.057  | 0.059    | 28600   | 490436   |
| -18  | -0.061  | 0.023    | 500000  | 484311   |
| -18  | -0.063  | 0.007    | 15000   | 481249   |
| -18  | -0.064  | 0.007    | 125000  | 479718   |
| -20  | -0.068  | 0.001    | 31250   | 473594   |
| -21  | -0.072  | 0.022    | 28600   | 467469   |
| -21  | -0.072  | 0.002    | 28600   | 467469   |
| -21  | -0.072  | 0.002    | 31250   | 467469   |
| -21  | -0.072  | 0.019    | 600000  | 467469   |
| -21  | -0.073  | 0.008    | 78130   | 465938   |
| -23  | -0.078  | 0.001    | 31250   | 458283   |
| -23  | -0.078  | 0        | 875000  | 458283   |
| -23  | -0.081  | 0.039    | 234380  | 453690   |
| -24  | -0.083  | 0.002    | 120000  | 450627   |
| -25  | -0.086  | 0.003    | 109380  | 446034   |
| -25  | -0.087  | 0.014    | 71400   | 444503   |
| -25  | -0.088  | 0.03     | 531250  | 442972   |
| -26  | -0.09   | 0.001    | 31250   | 439910   |
| -26  | -0.091  | 0.009    | 28600   | 438379   |
| -27  | -0.093  | 0.025    | 296880  | 435317   |
| -28  | -0.096  | 0        | 142900  | 430723   |
| -28  | -0.096  | 0        | 156250  | 430723   |
| -28  | -0.097  | 0.007    | 28600   | 429192   |
| -29  | -0.098  | 0.021    | 16000   | 427661   |
| -30  | -0.105  | 0.022    | 78130   | 416943   |
| -34  | -0.117  | 0.003    | 28600   | 398570   |
| -35  | -0.119  | 0.01     | 500000  | 395508   |
| -35  | -0.121  | 0.017    | 593750  | 392446   |
| -36  | -0.124  | 0.047    | 107100  | 387853   |
| -37  | -0.127  | 0.006    | 343750  | 383260   |
| -38  | -0.131  | 0.032    | 343750  | 377135   |
| -38  | -0.132  | 0.031    | 468750  | 375604   |
| -39  | -0.134  | 0.006    | 85940   | 372542   |
| -39  | -0.135  | 0.069    | 1718750 | 371011   |
| -41  | -0.142  | 0.015    | 31250   | 360293   |
| -44  | -0.152  | 0.094    | 1718750 | 344982   |
| -46  | -0.158  | 0.087    | 625000  | 335796   |
| -46  | -0.16   | 0.001    | 71400   | 332734   |
| -47  | -0.162  | 0.002    | 485700  | 329672   |
| -50  | -0.173  | 0.008    | 714300  | 312830   |
| -51  | -0.175  | 0.065    | 343750  | 309768   |
| -51  | -0.177  | 0.011    | 296880  | 306705   |
| -52  | -0.179  | 0.007    | 31250   | 303643   |
| -53  | -0.182  | 0.09     | 1028600 | 299050   |
| -53  | -0.182  | 0.013    | 171400  | 299050   |
| -57  | -0.198  | 0.014    | 312500  | 274553   |
| -58  | -0.2    | 0.067    | 1953130 | 271490   |
| -59  | -0.205  | 0.06     | 71400   | 263835   |
| -60  | -0.209  | 0        | 285700  | 257711   |
| -63  | -0.217  | 0.022    | 468750  | 245462   |
| -63  | -0.217  | 0.063    | 187500  | 245462   |
| -63  | -0.217  | 0.062    | 406250  | 245462   |
| -63  | -0.219  | 0.013    | 343750  | 242400   |
| -64  | -0.219  | 0.087    | 1000000 | 242400   |
| -65  | -0.223  | 0.005    | 214300  | 236275   |
| -66  | -0.226  | 0.034    | 914300  | 231682   |
| -67  | -0.231  | 0.021    | 562500  | 224027   |
| -68  | -0.236  | 0.04     | 107100  | 216371   |
| -69  | -0.237  | 0.083    | 1187500 | 214840   |
| -70  | -0.243  | 0.003    | 714300  | 205654   |
| -73  | -0.253  | 0.012    | 156250  | 190343   |
| -78  | -0.268  | 0.011    | 514300  | 167377   |
| -80  | -0.277  | 0.001    | 71400   | 153597   |
| -85  | -0.292  | 0.054    | 406250  | 130631   |
| -88  | -0.302  | 0.038    | 1218750 | 115320   |
| -92  | -0.317  | 0.022    | 285700  | 92353    |
| -96  | -0.332  | 0.042    | 593750  | 69387    |
| -97  | -0.336  | 0.027    | 50000   | 63263    |
| -99  | -0.343  | 0.056    | 500000  | 52545    |
| -102 | -0.351  | 0.08     | 468750  | 40297    |
| -108 | -0.373  | 0.005    | 148440  | 6613     |
| -114 | -0.395  | 0.092    | 714300  | -27071   |
| -115 | -0.396  | 0.098    | 1953130 | -28602   |
| -118 | -0.406  | 0.019    | 156250  | -43913   |
| -118 | -0.408  | 0.116    | 1375000 | -46975   |
| -120 | -0.412  | 0.024    | 625000  | -53100   |
| -123 | -0.423  | 0.015    | 228600  | -69942   |
| -133 | -0.459  | 0.035    | 28600   | -125061  |
| -135 | -0.466  | 0.068    | 656250  | -135778  |
| -135 | -0.467  | 0.057    | 1200000 | -137309  |
| -141 | -0.486  | 0.06     | 656250  | -166400  |
| -145 | -0.5    | 0.022    | 1125000 | -187835  |
| -155 | -0.534  | 0.044    | 117190  | -239892  |
| -158 | -0.544  | 0.095    | 1328130 | -255203  |
| -159 | -0.549  | 0.023    | 906250  | -262858  |
| -201 | -0.695  | 0.016    | 968750  | -486397  |
| -276 | -0.952  | 0.04     | 15620   | -879886  |
| 379  | 1.281   | 0.238    | 1093750 | 2448655  |
| 330  | 1.113   | 0.194    | 1718750 | 2204319  |
| 320  | 1.082   | 0.232    | 656250  | 2159233  |
| 261  | 0.881   | 0.157    | 968750  | 1866902  |
| 249  | 0.842   | 0.168    | 812500  | 1810181  |
| 230  | 0.777   | 0.177    | 460000  | 1715646  |
| 227  | 0.767   | 0.142    | 1718750 | 1701102  |
| 225  | 0.759   | 0.137    | 500000  | 1689467  |
| 181  | 0.613   | 0.132    | 105000  | 1477128  |
| 178  | 0.602   | 0.142    | 1953130 | 1461129  |
| 177  | 0.599   | 0.156    | 937500  | 1456766  |
| 169  | 0.57    | 0.117    | 156250  | 1414589  |
| 165  | 0.558   | 0.123    | 250000  | 1397137  |
| 157  | 0.531   | 0.086    | 171400  | 1357868  |
| 156  | 0.528   | 0.189    | 1125000 | 1353505  |
| 154  | 0.52    | 0.118    | 2656250 | 1341870  |
| 152  | 0.513   | 0.165    | 1406250 | 1331689  |
| 134  | 0.454   | 0.126    | 750000  | 1245881  |
| 128  | 0.432   | 0.109    | 281250  | 1213885  |
| 123  | 0.415   | 0.092    | 468750  | 1189160  |
| 122  | 0.412   | 0.125    | 1093750 | 1184797  |
| 119  | 0.402   | 0.082    | 28600   | 1170253  |
| 113  | 0.381   | 0.087    | 312500  | 1139711  |
| 109  | 0.368   | 0.135    | 1200000 | 1120804  |
| 105  | 0.355   | 0.146    | 685700  | 1101897  |
| 104  | 0.353   | 0.153    | 685700  | 1098988  |
| 104  | 0.35    | 0.096    | 343750  | 1094625  |
| 101  | 0.341   | 0.124    | 437500  | 1081536  |
| 101  | 0.34    | 0.16     | 28600   | 1080081  |
| 96   | 0.325   | 0.073    | 78130   | 1058266  |
| 85   | 0.286   | 0.115    | 1718750 | 1001545  |
